#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
105	NM_001003336	chr28	-	34303543	34406406	34305079	34406254	15	34303543,34308481,34310184,34312657,34313280,34320621,34322417,34324842,34328280,34337727,34341341,34342612,34359849,34371168,34406145,	34305244,34308587,34310322,34312728,34313403,34320812,34322528,34324964,34328432,34337930,34341489,34342803,34359973,34371338,34406406,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,0,
112	NM_001003376	chr28	+	41202021	41424823	41202034	41424739	4	41202021,41377288,41417267,41424514,	41202159,41377449,41417407,41424823,	0	MGMT	cmpl	cmpl	0,2,1,0,
114	NM_001003257	chr28	+	43443637	43558813	43443637	43557565	15	43443637,43460858,43464592,43499170,43507767,43513345,43514233,43524276,43537449,43537665,43544782,43554333,43556551,43557482,43557653,	43443679,43460959,43464680,43499234,43507871,43513398,43514353,43524361,43537545,43537740,43544856,43554445,43556570,43557571,43558813,	0	INPP5A	incmpl	cmpl	0,0,2,0,1,0,2,2,0,0,0,2,0,1,-1,
624	NM_001205113	chr28	-	5169512	5217335	5170029	5217335	13	5169512,5171273,5171751,5172228,5172639,5174258,5175016,5182863,5185941,5188100,5197354,5213164,5217135,	5170209,5171444,5171852,5172350,5172818,5174345,5175220,5183010,5186114,5188207,5197477,5213246,5217335,	0	ALOX5	cmpl	incmpl	0,0,1,2,0,0,0,0,1,2,2,1,2,
625	NM_001256445	chr28	+	5294019	5294973	5294019	5294973	1	5294019,	5294973,	0	OR6D7	cmpl	cmpl	0,
629	NM_001308461	chr28	+	5894100	5897025	5894100	5896499	2	5894100,5896408,	5894219,5897025,	0	CXCL12	incmpl	cmpl	0,2,
642	NR_049299	chr28	-	7482407	7482465	7482465	7482465	1	7482407,	7482465,	0	MIR107	unk	unk	-1,
643	NR_128757	chr28	+	7702947	7703078	7703078	7703078	1	7702947,	7703078,	0	MIR8815-2	unk	unk	-1,
643	NR_128755	chr28	+	7702947	7703078	7703078	7703078	1	7702947,	7703078,	0	MIR8815-1	unk	unk	-1,
659	NR_128757	chr28	-	9819066	9819197	9819197	9819197	1	9819066,	9819197,	0	MIR8815-2	unk	unk	-1,
659	NR_128755	chr28	-	9819066	9819197	9819197	9819197	1	9819066,	9819197,	0	MIR8815-1	unk	unk	-1,
667	NM_001258339	chr28	+	10800218	10818531	10800218	10818504	3	10800218,10811233,10818114,	10800785,10811362,10818531,	0	FFAR4	cmpl	cmpl	0,0,0,
674	NM_001197044	chr28	-	11724701	11748118	11725175	11748107	9	11724701,11731717,11735794,11738635,11739727,11741708,11744006,11745875,11747939,	11725357,11731859,11735982,11738777,11739904,11741869,11744156,11746038,11748118,	0	CYP2C18	cmpl	cmpl	1,0,1,0,0,1,1,0,0,
702	NM_001290116	chr28	-	15348988	15374291	15349422	15374273	9	15348988,15352692,15353581,15353835,15355878,15356217,15356804,15364843,15374155,	15349562,15352835,15353747,15353986,15355983,15356330,15356928,15365025,15374291,	0	GOT1	cmpl	cmpl	1,2,1,0,0,1,0,1,0,
717	NM_001197190	chr28	-	17405518	17424128	17406723	17423925	11	17405518,17407080,17407119,17407281,17407571,17407810,17408051,17408466,17409279,17410170,17423852,	17406771,17407118,17407144,17407386,17407679,17407881,17408121,17408591,17409333,17410266,17424128,	0	KCNIP2	cmpl	cmpl	0,1,0,0,0,1,0,1,1,1,0,
721	NR_049300	chr28	+	17941065	17941126	17941126	17941126	1	17941065,	17941126,	0	MIR146B	unk	unk	-1,
722	NM_001003164	chr28	-	17973023	17990946	17974723	17990867	11	17973023,17974977,17975636,17975802,17976593,17977406,17978913,17979988,17980869,17981638,17990819,	17974826,17975018,17975698,17975977,17976686,17977623,17979038,17980114,17980945,17981703,17990946,	0	ACTR1A	cmpl	cmpl	2,0,1,0,0,2,0,0,2,0,0,
728	NR_049298	chr28	-	18768018	18768078	18768078	18768078	1	18768018,	18768078,	0	MIR1307	unk	unk	-1,
729	NR_128756	chr28	+	18918989	18919122	18919122	18919122	1	18918989,	18919122,	0	MIR8816	unk	unk	-1,
797	NM_001008713	chr28	+	27908600	27910061	27908600	27910061	1	27908600,	27910061,	0	ADRB1	cmpl	cmpl	0,
815	NM_001003319	chr28	+	30168809	30184160	30168954	30184101	13	30168809,30168954,30169587,30170266,30172228,30173398,30175155,30175374,30176949,30177824,30179907,30180851,30184037,	30168837,30169003,30169742,30170392,30172363,30173507,30175275,30175494,30177068,30177954,30180016,30181019,30184160,	0	PNLIPRP1	cmpl	cmpl	-1,0,1,0,0,0,1,1,1,0,1,2,2,
832	NM_001256485	chr28	-	32396180	32404333	32396920	32404307	7	32396180,32397310,32398700,32399801,32400496,32402587,32404271,	32396974,32397476,32398804,32399937,32400638,32402723,32404333,	0	PRDX3	cmpl	cmpl	0,2,0,2,1,0,0,
836	NM_001270851	chr28	-	32948279	32997174	32948546	32997174	16	32948279,32949045,32952121,32953243,32954653,32959406,32961275,32961738,32965904,32967740,32970442,32975274,32977908,32978076,32978832,32997116,	32948673,32949134,32952286,32953377,32954819,32959524,32961399,32961917,32966005,32967892,32970587,32975376,32977950,32978217,32978918,32997174,	0	MCMBP	cmpl	cmpl	2,0,0,1,0,2,1,2,0,1,0,0,0,0,1,0,
894	NR_128758	chr28	-	40591941	40592070	40592070	40592070	1	40591941,	40592070,	0	MIR8817	unk	unk	-1,
919	NR_049432	chr28	-	43834980	43835051	43835051	43835051	1	43834980,	43835051,	0	MIR202	unk	unk	-1,
921	NM_001003339	chr28	+	44089023	44099048	44089030	44098814	9	44089023,44090118,44092734,44093161,44093647,44095308,44097446,44098048,44098626,	44089207,44090278,44092884,44093322,44093824,44095450,44097634,44098190,44099048,	0	CYP2E1	cmpl	cmpl	0,0,1,1,0,0,1,0,1,
922	NR_128759	chr28	+	44178461	44178586	44178586	44178586	1	44178461,	44178586,	0	MIR8818	unk	unk	-1,
9	NM_001006651	chr29	-	3026452	3245972	3026452	3245968	86	3026452,3035910,3036873,3037839,3038116,3038379,3040943,3041338,3042299,3043776,3049416,3049668,3050605,3053865,3055571,3056562,3058138,3067059,3082575,3084441,3085448,3086512,3087567,3090070,3100946,3104209,3106554,3111446,3112848,3115079,3116394,3117365,3118719,3118954,3121349,3127424,3128179,3131366,3139595,3139914,3142447,3143869,3145016,3145323,3146457,3150202,3159849,3163648,3164853,3165337,3174892,3176121,3176748,3177304,3178227,3182116,3186896,3188317,3189927,3198283,3201535,3207236,3208250,3209847,3212000,3223731,3224311,3224865,3225683,3226176,3227996,3229387,3230124,3230484,3231130,3233007,3233707,3234343,3234461,3239655,3239841,3240468,3241319,3243593,3243784,3245814,	3026657,3036050,3037062,3038041,3038188,3038469,3041036,3041559,3042367,3043981,3049560,3049756,3050817,3054026,3055752,3056756,3058313,3067249,3082687,3084550,3085673,3086701,3087706,3090276,3101126,3104341,3106667,3111659,3113038,3115287,3116493,3117539,3118869,3119079,3121461,3127556,3128331,3131510,3139715,3140049,3142596,3143942,3145082,3145492,3146636,3150410,3159977,3163816,3164958,3165523,3175096,3176280,3176881,3177516,3178451,3182371,3187030,3188417,3190022,3198510,3201643,3207389,3208414,3209938,3212107,3223891,3224431,3224952,3225843,3226292,3228149,3229513,3230174,3230653,3231295,3233154,3233865,3234374,3234517,3239755,3239954,3240577,3241394,3243686,3243861,3245972,	0	PRKDC	cmpl	cmpl	2,0,0,2,2,2,2,0,1,0,0,2,0,1,0,1,0,2,1,0,0,0,2,0,0,0,1,1,0,2,2,2,2,0,2,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,1,1,2,1,2,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,
11	NM_001195666	chr29	+	20819628	21199287	20819701	21198977	14	20819628,20902806,20909725,20912792,20929714,20958621,20967973,21065560,21107695,21114840,21167227,21177465,21195960,21198969,	20819770,20902954,20909857,20912921,20929743,20958794,20968140,21065696,21107781,21114917,21167275,21177559,21196020,21199287,	0	C29H8orf34	cmpl	cmpl	0,0,1,1,1,0,2,1,2,1,0,0,1,1,
86	NM_001003318	chr29	+	13956564	14044708	13956570	14044698	8	13956564,13988434,13997142,14006417,14006910,14018424,14042519,14044602,	13956616,13988506,13997210,14006500,14007003,14018536,14042588,14044708,	0	RAB2A	cmpl	cmpl	0,1,1,0,2,2,0,0,
87	NM_001375359	chr29	-	14815102	14997066	14817842	14996958	25	14815102,14830473,14830967,14837098,14858104,14863998,14866199,14873044,14875293,14882091,14888813,14929057,14940509,14943769,14944731,14948835,14949309,14949829,14950887,14953635,14957715,14960570,14987446,14990563,14996948,	14817993,14830607,14831059,14837234,14858242,14864088,14866298,14873181,14875444,14882178,14888899,14929099,14940554,14943805,14944770,14948868,14949360,14949886,14950920,14953758,14957793,14960663,14987515,14990713,14997066,	0	ASPH	cmpl	cmpl	2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
91	NM_001190428	chr29	+	19347394	19417583	19347394	19417583	16	19347394,19354070,19359185,19368807,19376089,19381401,19383998,19398115,19398299,19403029,19403241,19403879,19406357,19408650,19413040,19417412,	19347472,19354154,19359258,19368883,19376177,19381451,19384056,19398199,19398431,19403142,19403278,19403966,19406453,19408806,19413130,19417583,	0	SGK3	cmpl	cmpl	0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,
94	NM_001003267	chr29	-	22670253	22704319	22671756	22704107	12	22670253,22678900,22679402,22681394,22681605,22689279,22690933,22692359,22692600,22694983,22703946,22704071,	22671830,22679061,22679546,22681499,22681676,22689364,22690992,22692476,22692722,22695047,22704024,22704319,	0	TRAM1	cmpl	cmpl	1,2,2,2,0,2,0,0,1,0,0,0,
96	NM_001003247	chr29	+	24248153	24604148	24248153	24604141	8	24248153,24248691,24602299,24602976,24603599,24603769,24603780,24604018,	24248687,24248732,24602971,24603599,24603768,24603780,24604017,24604148,	0	KCNB2	cmpl	cmpl	0,1,0,2,2,0,0,0,
106	NM_001145171	chr29	-	34862215	34871707	34862479	34871707	7	34862215,34864144,34865158,34867261,34868910,34870773,34871670,	34862596,34864300,34865221,34867357,34869029,34870971,34871707,	0	CA1	cmpl	cmpl	0,0,0,0,1,1,0,
107	NM_001003030	chr29	-	35752879	35896148	35753331	35896124	18	35752879,35755747,35756149,35776755,35785445,35800529,35801863,35806298,35820178,35821045,35824831,35827475,35840501,35841651,35843631,35882824,35892183,35896013,	35753592,35755922,35756296,35776874,35785529,35800627,35802023,35806440,35820301,35821110,35824918,35827526,35840710,35841804,35843786,35882951,35892265,35896148,	0	CNGB3	cmpl	cmpl	0,2,2,0,0,1,0,2,2,0,0,0,1,1,2,1,0,0,
610	NM_001205115	chr29	+	3309601	3360039	3309621	3358971	4	3309601,3341681,3346880,3358824,	3309637,3341830,3347006,3360039,	0	UBE2V2	cmpl	cmpl	0,1,0,0,
616	NM_001097981	chr29	-	4156088	4158610	4156088	4158610	3	4156088,4157170,4158531,	4156270,4157716,4158610,	0	SNAI2	cmpl	cmpl	1,1,0,
646	NM_001314092	chr29	-	8032427	8058521	8032427	8058521	3	8032427,8042972,8058264,	8032960,8043325,8058521,	0	OPRK1	cmpl	cmpl	1,2,0,
654	NM_001003040	chr29	+	9131752	9142082	9131752	9141674	3	9131752,9133679,9136041,	9132373,9133851,9142082,	0	RP1	cmpl	cmpl	0,0,1,
716	NR_049301	chr29	+	17267145	17267202	17267202	17267202	1	17267145,	17267202,	0	MIR124-2	unk	unk	-1,
728	NM_001014278	chr29	-	18834707	18837148	18835210	18835801	2	18834707,18836569,	18835815,18837148,	0	CRH	cmpl	cmpl	0,-1,
751	NM_001048115	chr29	+	21804274	21884335	21804274	21884335	19	21804274,21817174,21828473,21831015,21841667,21842909,21844173,21844571,21845353,21857035,21860292,21862144,21862739,21863409,21864344,21868421,21868658,21870587,21884304,	21804446,21817414,21828625,21831185,21841818,21843085,21844302,21844628,21845483,21857258,21860539,21862241,21862834,21863475,21864517,21868564,21868782,21870621,21884335,	0	SULF1	cmpl	cmpl	0,1,1,0,2,0,2,2,2,0,1,2,0,2,2,1,0,1,2,
774	NM_001252227	chr29	-	24880512	24883866	24880881	24883846	7	24880512,24880880,24881391,24881615,24882467,24882978,24883832,	24880570,24881090,24881501,24881753,24882634,24883087,24883866,	0	RPL7	cmpl	cmpl	-1,1,2,2,0,2,0,
809	NM_001048138	chr29	-	29383390	29421473	29383390	29421473	4	29383390,29387344,29388556,29421338,	29383510,29387476,29388637,29421473,	0	IL7	cmpl	incmpl	0,0,0,0,
815	NM_001002953	chr29	-	30184048	30186972	30184313	30186858	5	30184048,30185836,30186208,30186440,30186769,	30184897,30185918,30186292,30186516,30186972,	0	HEY1	cmpl	cmpl	1,0,0,2,0,
831	NR_128767	chr29	+	32267997	32268120	32268120	32268120	1	32267997,	32268120,	0	MIR8799B	unk	unk	-1,
851	NM_001145172	chr29	+	34938763	34949157	34938797	34948299	7	34938763,34939638,34941998,34944092,34945217,34946248,34948179,	34938831,34939836,34942117,34944185,34945280,34946404,34949157,	0	CA3	cmpl	cmpl	0,1,1,0,0,0,0,
851	NM_001145170	chr29	+	34962796	34978881	34962850	34978191	7	34962796,34963954,34972314,34972929,34974561,34976473,34978071,	34962884,34964152,34972433,34973022,34974624,34976629,34978881,	0	CA2	cmpl	cmpl	0,1,1,0,0,0,0,
11	NM_001287085	chr30	-	17631005	17854153	17631917	17853968	65	17631005,17633518,17636181,17641229,17642330,17642726,17644817,17645185,17646927,17647689,17649780,17651002,17652970,17654734,17655501,17655941,17659762,17662497,17663148,17664087,17666183,17670136,17673117,17676642,17679396,17680211,17681537,17681759,17684176,17684641,17686531,17688442,17689695,17689959,17697993,17700021,17701219,17702516,17702746,17703663,17703910,17705725,17708037,17709743,17710649,17710994,17711604,17714347,17716236,17719861,17721089,17724395,17726324,17729805,17731602,17732356,17737177,17742528,17749292,17752801,17812413,17815828,17824616,17826712,17853804,	17632307,17633693,17636413,17641349,17642459,17642843,17644940,17645311,17647134,17647815,17649912,17651125,17653090,17654851,17655567,17656091,17659888,17662617,17663277,17664204,17666309,17670259,17673243,17676714,17679555,17680334,17681663,17681828,17684341,17684764,17686654,17688568,17689818,17690082,17698119,17700147,17701342,17702642,17702872,17703792,17704036,17705953,17708163,17709794,17710787,17711114,17711730,17714473,17716290,17720014,17721212,17724518,17726450,17729925,17731743,17732536,17737336,17742654,17749418,17752999,17812509,17815924,17824715,17826795,17854153,	0	FBN1	cmpl	cmpl	0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,
86	NM_001003122	chr30	+	14547768	14579947	14549729	14579299	36	14547768,14548500,14549265,14549681,14551612,14551858,14553307,14553597,14553918,14554498,14554687,14555723,14556961,14557307,14559121,14559505,14560211,14561020,14562075,14562875,14565084,14565581,14565953,14567665,14568226,14568903,14569257,14570026,14570378,14571802,14575690,14576247,14576746,14577973,14578371,14579176,	14547874,14548577,14549419,14549787,14551696,14552023,14553495,14553799,14554085,14554559,14554784,14555814,14557064,14557480,14559297,14559624,14560349,14561134,14562275,14563061,14565310,14565675,14566129,14567735,14568352,14569082,14569488,14570126,14570428,14571930,14575844,14576480,14576905,14578129,14578500,14579947,	0	DUOX1	cmpl	cmpl	-1,-1,-1,0,1,1,1,0,1,0,1,2,0,1,0,2,1,1,1,0,0,1,2,1,2,2,1,1,2,1,0,1,0,0,0,0,
97	NM_001287089	chr30	-	26066019	26161962	26067779	26161929	13	26066019,26075692,26076135,26076961,26078503,26080414,26103596,26103838,26105975,26118403,26121604,26121928,26161812,	26067852,26075767,26076293,26077126,26078688,26080517,26103710,26103967,26106037,26118533,26121745,26122033,26161962,	0	ALDH1A2	cmpl	cmpl	2,2,0,0,1,0,0,0,1,0,0,0,0,
98	NM_001287090	chr30	+	26423331	26574586	26441490	26574271	10	26423331,26441448,26546842,26550384,26551125,26554070,26556641,26566894,26568479,26574159,	26423539,26441575,26547030,26550567,26551243,26554304,26556890,26567012,26568698,26574586,	0	LIPC	cmpl	cmpl	-1,0,1,0,0,1,1,1,2,2,
99	NM_001002961	chr30	-	28169277	28202677	28169277	28202677	12	28169277,28170689,28172538,28173053,28173773,28176277,28177736,28178971,28182513,28186179,28199540,28202629,	28169337,28170812,28172597,28173149,28173867,28176337,28177816,28179062,28182627,28186274,28199640,28202677,	0	ANXA2	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,
105	NM_001048094	chr30	+	33677312	33754600	33677367	33753681	11	33677312,33714221,33715756,33725795,33726420,33745944,33748108,33749825,33752675,33753116,33753567,	33677447,33714432,33715903,33725873,33726472,33746069,33748310,33749890,33752737,33753162,33754600,	0	MAP2K1	cmpl	cmpl	0,2,0,0,0,1,0,1,0,2,0,
105	NM_001170829	chr30	+	34239835	34353623	34239837	34353461	9	34239835,34332178,34332533,34333985,34336825,34345959,34348122,34350656,34353337,	34240043,34332372,34332665,34334060,34336876,34346172,34348260,34350801,34353623,	0	SMAD3	cmpl	cmpl	0,2,1,1,1,1,1,1,2,
632	NR_128732	chr30	-	6207821	6207966	6207966	6207966	1	6207821,	6207966,	0	MIR8792	unk	unk	-1,
663	NM_001003251	chr30	-	10245557	10248171	10245557	10248171	5	10245557,10246109,10247321,10247939,10248147,	10245647,10246142,10247434,10248012,10248171,	0	SRP14	cmpl	cmpl	0,0,1,0,0,
667	NM_001003043	chr30	+	10831576	10866143	10838169	10865956	10	10831576,10838153,10840735,10849419,10850485,10854697,10864230,10864934,10865260,10865832,	10831833,10838256,10840873,10849537,10850577,10854792,10864344,10865064,10865382,10866143,	0	RAD51	cmpl	cmpl	-1,0,0,0,1,0,2,2,0,2,
675	NM_001204236	chr30	+	11861238	11869210	11861238	11869210	19	11861238,11861605,11861866,11862338,11862553,11862850,11863193,11863597,11863958,11864575,11865350,11865706,11866051,11866446,11866784,11867047,11867571,11868727,11868989,	11861311,11861742,11861998,11862379,11862596,11862905,11863324,11863681,11863996,11864711,11865487,11865929,11866169,11866584,11866889,11867227,11867738,11868914,11869210,	0	PLA2G4B	incmpl	cmpl	0,1,0,0,2,0,1,0,0,2,0,2,0,1,1,1,1,0,1,
675	NM_001204235	chr30	+	11852230	11858678	11852230	11858286	8	11852230,11855908,11856134,11856798,11857346,11857639,11857943,11858197,	11852294,11856062,11856388,11856855,11857442,11857716,11858103,11858678,	0	JMJD7	cmpl	cmpl	0,1,2,1,1,1,0,1,
688	NM_001252267	chr30	+	13527896	13529647	13527954	13529572	3	13527896,13528574,13529286,	13527961,13528683,13529647,	0	SERF2	cmpl	cmpl	0,1,2,
688	NM_001252268	chr30	+	13527896	13529647	13527954	13529373	3	13527896,13528574,13529309,	13527961,13528683,13529647,	0	SERF2	cmpl	cmpl	0,1,2,
694	NM_001003312	chr30	-	14327222	14327360	14327360	14327360	1	14327222,	14327360,	0	SEC11C	unk	unk	-1,
694	NM_001284479	chr30	+	14323578	14328264	14323578	14328264	3	14323578,14327166,14328250,	14323666,14327442,14328264,	0	B2M	cmpl	cmpl	0,1,1,
697	NM_001287084	chr30	-	14716218	14733987	14717132	14733908	9	14716218,14719088,14720078,14721621,14721961,14723115,14724800,14732104,14733839,	14717245,14719205,14720142,14721786,14722099,14723306,14724996,14732323,14733987,	0	GATM	cmpl	cmpl	1,1,0,0,0,1,0,0,0,
697	NR_049463	chr30	+	14792393	14792479	14792479	14792479	1	14792393,	14792479,	0	MIR147	unk	unk	-1,
726	NM_001003237	chr30	+	18548009	18598380	18548094	18598364	3	18548009,18596776,18598169,	18548380,18596880,18598380,	0	FGF7	cmpl	cmpl	0,1,0,
730	NR_128731	chr30	-	19009819	19009964	19009964	19009964	1	19009819,	19009964,	0	MIR8791A	unk	unk	-1,
737	NM_001008715	chr30	-	19948491	19979307	19948491	19979307	9	19948491,19949955,19951647,19952251,19956267,19958823,19962793,19973352,19979168,	19948731,19950191,19951816,19952366,19956382,19959000,19962948,19973503,19979307,	0	CYP19A1	incmpl	incmpl	0,1,0,2,1,1,2,1,0,
765	NM_001048130	chr30	-	23625711	23680833	23625984	23651421	6	23625711,23636082,23640654,23643055,23651268,23680764,	23626183,23636206,23640758,23643141,23651443,23680833,	0	RAB27A	cmpl	cmpl	2,1,2,0,0,-1,
766	NR_049509	chr30	-	23760020	23760115	23760115	23760115	1	23760020,	23760115,	0	MIR628	unk	unk	-1,
791	NM_001313810	chr30	+	27033408	27055634	27033532	27055474	9	27033408,27036414,27036647,27046448,27046903,27048511,27049056,27054200,27055363,	27033556,27036543,27036758,27046619,27047062,27048748,27049197,27054311,27055634,	0	CCNB2	cmpl	cmpl	0,0,0,0,0,0,0,0,0,
817	NR_049461	chr30	+	30424607	30424692	30424692	30424692	1	30424607,	30424692,	0	MIR190A	unk	unk	-1,
830	NM_001289914	chr30	-	32117433	32121391	32118548	32121391	4	32117433,32118934,32119840,32121230,	32118679,32119020,32120016,32121391,	0	OAZ2	cmpl	incmpl	2,0,1,2,
838	NM_001003276	chr30	+	33195422	33213004	33195536	33212757	5	33195422,33201970,33202401,33203511,33212617,	33195576,33202166,33202595,33203592,33213004,	0	RAB11A	cmpl	cmpl	0,1,2,1,1,
842	NM_001252409	chr30	-	33761011	33765929	33761101	33765872	10	33761011,33761426,33761647,33761983,33762600,33762958,33763516,33763978,33764273,33765869,	33761332,33761547,33761731,33762140,33762730,33763083,33763655,33764085,33764445,33765929,	0	RPL4	cmpl	cmpl	0,2,2,1,0,1,0,1,0,0,
853	NM_001011888	chr30	-	35239269	35257098	35240622	35257038	7	35239269,35242443,35243396,35243665,35244936,35250167,35256953,	35240893,35242566,35243452,35243854,35245035,35250283,35257098,	0	CLN6	cmpl	cmpl	2,2,0,0,0,1,0,
857	NM_001003013	chr30	-	35736083	35773330	35736280	35773330	7	35736083,35736597,35738800,35740043,35742069,35742376,35773276,	35736342,35736661,35738898,35740242,35742192,35742526,35773330,	0	ANP32A	cmpl	cmpl	1,0,1,0,0,0,0,
859	NM_001103218	chr30	+	35945947	35977553	35948510	35977553	16	35945947,35948506,35949673,35952591,35955496,35956958,35957352,35958503,35960390,35963378,35967303,35967691,35968060,35968808,35976281,35977421,	35945982,35948634,35949824,35952928,35955676,35957112,35957531,35958686,35960523,35963521,35967348,35967816,35968145,35968908,35976448,35977553,	0	NOX5	cmpl	cmpl	-1,0,1,2,0,0,1,0,0,1,0,0,2,0,1,0,
870	NM_001003112	chr30	-	37374728	37420561	37374851	37420242	17	37374728,37378445,37380374,37382282,37393459,37394029,37394804,37397848,37401089,37402242,37404831,37405037,37408490,37409557,37412848,37417576,37420158,	37374923,37378511,37380527,37385021,37393558,37394062,37394912,37397917,37401127,37402424,37404938,37405108,37408548,37409622,37412937,37417710,37420561,	0	UACA	cmpl	cmpl	0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,0,0,
896	NM_001008720	chr30	+	40815980	40821668	40816887	40821611	7	40815980,40816878,40818231,40818785,40819132,40820152,40821313,	40816033,40817706,40818352,40818875,40819256,40820239,40821668,	0	CYP1A2	cmpl	cmpl	-1,0,0,1,1,2,2,
897	NM_001287091	chr30	-	40952574	40965465	40954375	40965342	5	40952574,40954366,40956160,40957716,40965233,	40952740,40954489,40956282,40957833,40965465,	0	COX5A	cmpl	cmpl	-1,0,1,1,0,
899	NR_049510	chr30	-	41213763	41213831	41213831	41213831	1	41213763,	41213831,	0	MIR631	unk	unk	-1,
12	NM_001290105	chr31	-	30324996	30416025	30327233	30414848	32	30324996,30334689,30335145,30337773,30337978,30339292,30341272,30341874,30342894,30346511,30350001,30353948,30354264,30355079,30356378,30356981,30357446,30362423,30364315,30367259,30369759,30372931,30375535,30376775,30378137,30380666,30386266,30387635,30391051,30392799,30414724,30415927,	30328037,30334907,30335254,30337844,30338017,30339340,30341311,30342015,30343104,30346674,30350080,30354164,30354382,30355236,30356537,30357174,30357587,30362508,30364507,30367283,30369916,30373084,30375617,30376945,30378234,30380728,30386350,30387861,30391319,30392886,30414870,30416025,	0	SYNJ1	cmpl	cmpl	0,1,0,1,1,1,1,1,1,0,2,2,1,0,0,2,2,1,1,1,0,0,2,0,2,0,0,2,1,1,0,-1,
96	NM_001006601	chr31	-	24369191	24632182	24370300	24632164	18	24369191,24380299,24383158,24389480,24397911,24432120,24433125,24450736,24451592,24457276,24470341,24472651,24488871,24520619,24522657,24552701,24572181,24632107,	24370402,24380446,24383259,24389534,24398133,24432220,24433254,24450895,24451667,24457410,24470398,24472819,24489074,24520813,24522770,24552831,24572349,24632182,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,
96	NM_001293279	chr31	-	24369191	24632182	24370300	24632164	16	24369191,24380299,24383158,24389480,24397911,24432120,24433125,24450736,24451592,24457276,24488871,24520619,24522657,24552701,24572181,24632107,	24370402,24380446,24383259,24389534,24398133,24432220,24433254,24450895,24451667,24457410,24489074,24520813,24522770,24552831,24572349,24632182,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,
96	NM_001293276	chr31	-	24369191	24632182	24370300	24632164	17	24369191,24380299,24383158,24389480,24397911,24432120,24433125,24450736,24451592,24457276,24470341,24488871,24520619,24522657,24552701,24572181,24632107,	24370402,24380446,24383259,24389534,24398133,24432220,24433254,24450895,24451667,24457410,24470398,24489074,24520813,24522770,24552831,24572349,24632182,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,0,
96	NM_001293275	chr31	-	24369191	24632182	24370300	24632164	17	24369191,24380299,24383158,24389480,24397911,24432120,24433125,24450736,24451592,24457276,24472651,24488871,24520619,24522657,24552701,24572181,24632107,	24370402,24380446,24383259,24389534,24398133,24432220,24433254,24450895,24451667,24457410,24472819,24489074,24520813,24522770,24552831,24572349,24632182,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,0,
613	NM_001006949	chr31	+	3768604	3786744	3768697	3784778	6	3768604,3771419,3779109,3782765,3783654,3784567,	3768839,3771491,3779334,3782930,3783715,3786744,	0	POU1F1	cmpl	cmpl	0,1,1,1,1,2,
709	NR_049304	chr31	+	16314526	16314587	16314587	16314587	1	16314526,	16314587,	0	MIR125B-2	unk	unk	-1,
709	NR_049303	chr31	+	16269068	16269135	16269135	16269135	1	16269068,	16269135,	0	MIRLET7C	unk	unk	-1,
709	NR_049302	chr31	+	16268328	16268387	16268387	16268387	1	16268328,	16268387,	0	MIR99A-1	unk	unk	-1,
768	NR_049305	chr31	+	24096792	24096853	24096853	24096853	1	24096792,	24096853,	0	MIR155	unk	unk	-1,
810	NM_001003035	chr31	+	29559416	29563336	29559416	29563330	4	29559416,29561156,29562047,29563222,	29559514,29561226,29562165,29563336,	0	SOD1	incmpl	cmpl	2,1,2,0,
817	NM_001163697	chr31	-	30478256	30478916	30478256	30478916	1	30478256,	30478916,	0	C31H21orf62	cmpl	cmpl	0,
826	NM_001195140	chr31	+	31626859	31651713	31649335	31651492	2	31626859,31648997,	31626998,31651713,	0	SLC5A3	cmpl	cmpl	-1,0,
828	NM_001194963	chr31	+	31895696	31896382	31895696	31896068	1	31895696,	31896382,	0	KCNE2	cmpl	cmpl	0,
837	NR_049516	chr31	+	33123624	33123714	33123714	33123714	1	33123624,	33123714,	0	MIR802	unk	unk	-1,
